rel_path,label,class_idx,sha1
bad/05_IMG_2E420008_2025-01-17_15-30-45_000667_GlossRatio_cropped.png,bad,0,6eb44154b6879a5c0bcbd44c645e042dbaa75516
bad/05_IMG_2E420008_2025-01-17_15-31-55_000679_GlossRatio_cropped.png,bad,0,f34fd729eb57043e8d77431ed0c509f3968fde56
bad/05_IMG_2E420008_2025-01-17_15-36-23_000705_GlossRatio_cropped.png,bad,0,9f81b0b39898258bea20be5205032a5b881b3162
bad/05_IMG_2E420008_2025-01-17_15-36-29_000706_GlossRatio_cropped.png,bad,0,c95e6706cf3442db6094586f3fd6ef84a952adc0
bad/05_IMG_2E420008_2025-01-17_15-36-58_000712_GlossRatio_cropped.png,bad,0,069b73b50ae73ec6b3125830f09e11f75d27da8c
bad/05_IMG_2E420008_2025-01-17_15-38-13_000725_GlossRatio_cropped.png,bad,0,6221a55e9b2c577ccefb7b11bf33bb57a4c71e7d
bad/05_IMG_2E420008_2025-01-17_15-48-35_000758_GlossRatio_cropped.png,bad,0,bcbe52db2217657777669d36aac58a84210f6e9e
bad/05_IMG_2E420008_2025-01-17_15-48-48_000761_GlossRatio_cropped.png,bad,0,4355e8e06a23d07283053b386bd473ba9b7aa867
bad/05_IMG_2E420008_2025-01-17_15-49-33_000770_GlossRatio_cropped.png,bad,0,a41f37127171a27c76e045ce78025ce26479d77f
bad/05_IMG_2E420008_2025-01-17_15-50-44_000785_GlossRatio_cropped.png,bad,0,cec3672980ca5f6cad11e1afbdd2fa91ffb270af
bad/05_IMG_2E420008_2025-01-20_10-00-59_000008_GlossRatio_cropped.png,bad,0,3c7217f2a8618f66aeca63476a413d3d035aa812
bad/05_IMG_2E420008_2025-01-20_10-02-49_000021_GlossRatio_cropped.png,bad,0,6157fba0dd254d72931ae58796c7c16c55efe9c8
bad/05_IMG_2E420008_2025-01-20_10-04-20_000037_GlossRatio_cropped.png,bad,0,ae00b0862a460cbecc0520da39c9af27d2790523
bad/05_IMG_2E420008_2025-01-20_10-08-58_000058_GlossRatio_cropped.png,bad,0,9b49ef9fed654e99576785c98c59f948664c63e3
bad/05_IMG_2E420008_2025-01-20_10-11-44_000084_GlossRatio_cropped.png,bad,0,7e0d2f427e12abc657828b166517f016057df609
bad/05_IMG_2E420008_2025-01-20_10-15-47_000100_GlossRatio_cropped.png,bad,0,7868e998398b79be7ebb6a126e682a7d5eefa82c
bad/05_IMG_2E420008_2025-01-20_10-23-54_000119_GlossRatio_cropped.png,bad,0,1c9becb4a83577606252d37058c42b8265c64789
bad/05_IMG_2E420008_2025-01-20_10-24-00_000120_GlossRatio_cropped.png,bad,0,03dc14ea1aaf9c8a954cd0cc71d612999bf0c147
bad/05_IMG_2E420008_2025-01-20_10-27-59_000153_GlossRatio_cropped.png,bad,0,dcc6ba12667e31302e2acc871146edb5b7ef84db
bad/05_IMG_2E420008_2025-01-20_10-28-45_000160_GlossRatio_cropped.png,bad,0,f71229ce751ce3a79c1c5c0b97192916e38d3443
bad/05_IMG_2E420008_2025-01-20_10-28-50_000161_GlossRatio_cropped.png,bad,0,7471bf121d37a09be9b9848d9b38c03080605257
bad/05_IMG_2E420008_2025-01-20_10-46-33_000192_GlossRatio_cropped.png,bad,0,27aa55bf1d22d759bbfbc3c7f03237d959e12003
bad/05_IMG_2E420008_2025-01-20_10-46-52_000195_GlossRatio_cropped.png,bad,0,9c0332c19c9a74554a39b1363e6516f74d18f1e1
bad/05_IMG_2E420008_2025-01-20_11-02-15_000228_GlossRatio_cropped.png,bad,0,777f0896e69958fe0b15d5d48cb0ecfe12ca7885
bad/05_IMG_2E420008_2025-01-20_11-02-48_000233_GlossRatio_cropped.png,bad,0,92bdd030ccd5c5b8c069bd1e5612cf6fb03bb5c1
bad/05_IMG_2E420008_2025-01-20_11-03-29_000240_GlossRatio_cropped.png,bad,0,9139526695c3f6703a6971afa26dd7333b146c17
bad/05_IMG_2E420008_2025-01-20_11-07-10_000247_GlossRatio_cropped.png,bad,0,69bd0132e76cbbd326782f47d0ab0bddd5cc6359
bad/05_IMG_2E420008_2025-01-20_11-08-15_000260_GlossRatio_cropped.png,bad,0,10e6e5a7026efec008ea4418c16e73e0fcf20e54
bad/05_IMG_2E420008_2025-01-20_11-08-48_000266_GlossRatio_cropped.png,bad,0,19cdc2e234ac38171625aef426ee81781b1e817e
bad/05_IMG_2E420008_2025-01-20_11-10-52_000288_GlossRatio_cropped.png,bad,0,083b71bb11f65b70e5a9ec1d1f2786d52c33892c
bad/05_IMG_2E420008_2025-01-20_11-11-15_000292_GlossRatio_cropped.png,bad,0,9553fc45e8ce9638b0fa469dc7dc3a49ac251d9d
bad/05_IMG_2E420008_2025-01-20_11-17-07_000330_GlossRatio_cropped.png,bad,0,25f0c87b87947ba2dfa420b49e607093a30e2b72
bad/05_IMG_2E420008_2025-01-20_11-17-40_000337_GlossRatio_cropped.png,bad,0,d9e93366c7206736e312ef0969908905bea78099
bad/05_IMG_2E420008_2025-01-20_11-18-01_000341_GlossRatio_cropped.png,bad,0,11f53875379dca87ca9106b80fef1236c64be5d2
bad/05_IMG_2E420008_2025-01-20_11-18-35_000348_GlossRatio_cropped.png,bad,0,2d1fd617e0b61a94a7baeddf2e233234fb9aae83
bad/05_IMG_2E420008_2025-01-20_11-18-40_000349_GlossRatio_cropped.png,bad,0,838d3364cb5d20ee424dc6299059f619e943dbb5
bad/05_IMG_2E420008_2025-01-20_11-23-01_000376_GlossRatio_cropped.png,bad,0,8098c37d38a48abac4cd88e308cc042500d1ab0f
bad/05_IMG_2E420008_2025-01-20_11-23-10_000378_GlossRatio_cropped.png,bad,0,8597d1105ab0dafbd3402199b891585104b08e2a
bad/05_IMG_2E420008_2025-01-20_11-26-33_000393_GlossRatio_cropped.png,bad,0,3d7610048ddc32d57914775e4701b8159b0d7b04
bad/05_IMG_2E420008_2025-01-20_11-32-57_000424_GlossRatio_cropped.png,bad,0,9cc87af29a02636e6f1d8a66ab2abf6eba47b028
bad/05_IMG_2E420008_2025-01-20_11-33-11_000427_GlossRatio_cropped.png,bad,0,bba4a2039f21c2028cb0443641a3fdc786228a2a
bad/05_IMG_2E420008_2025-01-20_11-33-34_000431_GlossRatio_cropped.png,bad,0,c8a62526266dd00eed9fb616557a2014c6d84900
bad/05_IMG_2E420008_2025-01-20_11-39-59_000475_GlossRatio_cropped.png,bad,0,f5ce83ee03da2522a2d331ebb17871350dda9e8a
bad/05_IMG_2E420008_2025-01-20_11-40-56_000486_GlossRatio_cropped.png,bad,0,f410a621a611c7bad22d5ead5f8af4002adc68ca
bad/05_IMG_2E420008_2025-01-20_11-47-17_000515_GlossRatio_cropped.png,bad,0,90da93d3854b0471787242e3f850972a94d90841
bad/05_IMG_2E420008_2025-01-20_11-49-04_000530_GlossRatio_cropped.png,bad,0,5e6e3a9383b98a24f383aa4845a1466eccd10283
bad/05_IMG_2E420008_2025-01-20_11-49-17_000533_GlossRatio_cropped.png,bad,0,a8e4176a36c6fc8b889b85d636a927358a735648
bad/05_IMG_2E420008_2025-01-20_11-53-42_000547_GlossRatio_cropped.png,bad,0,a6047493f13b717291e5a474b62c42b4f36861bd
bad/05_IMG_2E420008_2025-01-20_11-54-52_000562_GlossRatio_cropped.png,bad,0,6d70ede49e468f04b0f24854e37a53abfb904efb
bad/05_IMG_2E420008_2025-01-20_11-55-25_000569_GlossRatio_cropped.png,bad,0,e4fa64a9e81de406a67f0e5cc38eff13d5788f2e
bad/05_IMG_2E420008_2025-01-20_11-55-47_000573_GlossRatio_cropped.png,bad,0,01f7a301d9cc9954735113b0e76d86173f7e9cad
bad/05_IMG_2E420008_2025-01-20_11-56-03_000576_GlossRatio_cropped.png,bad,0,d6c6294373aa96d4e93d4497469e82c40703bcad
bad/05_IMG_2E420008_2025-01-20_11-58-24_000590_GlossRatio_cropped.png,bad,0,9a22f0248d68362a21dac69c24a3b7c523acc20c
bad/05_IMG_2E420008_2025-01-20_12-00-23_000614_GlossRatio_cropped.png,bad,0,8d58d19b6e3e5574e37556ae09057fb5edc24a67
bad/05_IMG_2E420008_2025-01-20_12-03-04_000630_GlossRatio_cropped.png,bad,0,ca3d79fca543c68c54a4734d0131ad705a60b53a
bad/05_IMG_2E420008_2025-01-20_12-03-17_000633_GlossRatio_cropped.png,bad,0,2299f718e8399942e29c00d493592117d9b31649
bad/05_IMG_2E420008_2025-01-20_12-04-05_000643_GlossRatio_cropped.png,bad,0,201a5385a50d397975269192e1df114be5d6060d
bad/05_IMG_2E420008_2025-01-20_12-04-46_000651_GlossRatio_cropped.png,bad,0,e057d62d31bfb1c131bf4808713d8ad3280a6934
bad/05_IMG_2E420008_2025-01-20_12-06-45_000675_GlossRatio_cropped.png,bad,0,44e48a1fa6e1e2c1b04366f3363150de485f7625
bad/05_IMG_2E420008_2025-01-20_14-19-50_000697_GlossRatio_cropped.png,bad,0,ff2bab08f081799234084eb6caf56df2cb6d26df
bad/05_IMG_2E420008_2025-01-20_14-29-12_000739_GlossRatio_cropped.png,bad,0,beeab8411f4626c51ec249e36844cf8874f22523
bad/05_IMG_2E420008_2025-01-20_14-30-01_000743_GlossRatio_cropped.png,bad,0,19bb29221459aeaf01a8d96961832573f165580b
bad/05_IMG_2E420008_2025-01-20_14-31-30_000753_GlossRatio_cropped.png,bad,0,356c9d17cce34ab5751d4ae5b96127425a9bbc47
bad/05_IMG_2E420008_2025-01-20_14-32-09_000757_GlossRatio_cropped.png,bad,0,560d099df413f47ed8eb7685bc20a74a0effd697
bad/05_IMG_2E420008_2025-01-20_14-32-25_000760_GlossRatio_cropped.png,bad,0,72061fa219e61561b1ea7b7004db585c7b565a56
bad/05_IMG_2E420008_2025-01-20_14-32-30_000761_GlossRatio_cropped.png,bad,0,3a38fc9b3ce101e6bba7039440ed405f8813f4be
bad/05_IMG_2E420008_2025-01-20_14-33-10_000768_GlossRatio_cropped.png,bad,0,f53422ea11725324682458af7b2c9bceb6d0a995
bad/05_IMG_2E420008_2025-01-20_14-36-33_000791_GlossRatio_cropped.png,bad,0,834b22113a5a8a142089a09ce84b203e1e138495
bad/05_IMG_2E420008_2025-01-20_14-36-59_000796_GlossRatio_cropped.png,bad,0,78e1f1f6a6064380ca4cd5e9ea865ee749358270
bad/05_IMG_2E420008_2025-02-24_14-24-44_000020_GlossRatio_cropped.png,bad,0,48841023e30afc2c5984cd6d569c78b2872d1bf5
bad/05_IMG_2E420008_2025-02-24_14-24-54_000021_GlossRatio_cropped.png,bad,0,a56ee8c828a79786ad8ffeed020c811e67074b6f
bad/05_IMG_2E420008_2025-02-24_14-26-02_000033_GlossRatio_cropped.png,bad,0,0989493507c1fc8d049f07003d6c55993af9a91b
